Wall time,Step,Value
1595507275.9278898,13850,0.954548180103302
1595507379.2810144,13900,0.964858889579773
1595507486.7827253,13950,1.072458028793335
1595507600.1961374,14000,1.0011686086654663
1595507705.10189,14050,0.9989097118377686
1595507810.0077198,14100,1.0070240497589111
1595507920.4070392,14150,1.0033116340637207
1595508033.9894383,14200,0.9801716208457947
1595508616.2294014,14450,1.0045238733291626
1595508832.3004525,14550,1.059926986694336
1595508939.4622326,14600,1.0530401468276978
1595509164.5877452,14700,0.9873905181884766
1595509275.8615696,14750,0.9940919876098633
1595509390.9427679,14800,0.9759390950202942
1595509499.5538752,14850,0.964673638343811
1595509614.9610445,14900,1.0635372400283813
1595509725.789094,14950,1.0249475240707397
1595509837.1218724,15000,0.9667028784751892
1595509961.5063205,15050,1.0713304281234741
1595510077.0751505,15100,1.0755860805511475
1595510189.3933876,15150,1.022237777709961
1595510302.517465,15200,1.0336205959320068
1595510638.7641838,15350,0.9230995178222656
1595510763.578075,15400,0.9513440728187561
1595510995.5657253,15500,0.9625903964042664
1595511328.7069702,15650,0.9356215000152588
1595511447.5198512,15700,0.9960850477218628
1595511678.8068483,15800,0.9818924069404602
1595511794.4377975,15850,0.9642359018325806
1595511916.921494,15900,0.9794617295265198
1595512037.276777,15950,0.95204097032547
1595512149.2405794,16000,0.929959237575531
1595512264.9509444,16050,0.9167369604110718
1595512389.46335,16100,0.9742228984832764
1595512509.308697,16150,0.9671842455863953
1595512623.1716895,16200,0.9477213621139526
1595512728.7037175,16250,0.9375961422920227
1595512834.6499376,16300,0.9576441645622253
1595512960.3197324,16350,1.049195647239685
1595513079.2757227,16400,0.984200119972229
1595513308.6076686,16500,0.9898239970207214
1595513423.7802222,16550,0.9895772337913513
1595513653.703809,16650,0.9414058923721313
1595513888.3370926,16750,0.9244751334190369
1595514111.0562494,16850,0.8984695076942444
1595514338.7461972,16950,0.9059637784957886
1595514466.7483442,17000,0.9777425527572632
1595514586.5650537,17050,0.9727453589439392
1595514710.8825974,17100,0.93691086769104
1595514820.6890101,17150,0.9980155229568481
1595514934.0837266,17200,0.9506853818893433
1595515046.86431,17250,0.9380418658256531
1595515161.2568138,17300,0.9072878956794739
1595515278.7802591,17350,0.8984407782554626
1595515402.0396373,17400,0.9665207862854004
1595515517.9206667,17450,0.9815575480461121
1595515636.7526948,17500,0.9536676406860352
1595515748.3924835,17550,0.9180669784545898
1595515857.1873527,17600,0.8827788829803467
1595515977.826482,17650,0.9174967408180237
1595516084.3406436,17700,0.8690007328987122
1595516308.59682,17800,0.966022253036499
1595516423.4225392,17850,0.9528257250785828
1595516541.8287241,17900,0.9266514778137207
1595516652.2568016,17950,0.9119418859481812
1595516768.7155418,18000,0.8634111285209656
1595516884.4957798,18050,1.0936543941497803
1595516993.0765488,18100,0.8732432126998901
1595517117.5514553,18150,0.9774884581565857
1595517230.085176,18200,1.002150535583496
1595517348.436219,18250,0.9470460414886475
1595517466.6099389,18300,1.006756067276001
1595517572.3028395,18350,0.9724094867706299
1595517694.4941416,18400,0.9513379335403442
1595517928.6697931,18500,0.928565263748169
1595518047.5082595,18550,0.8650643825531006
1595518280.2296338,18650,0.9620872139930725
1595518388.9825819,18700,0.9214352965354919
1595518508.6111557,18750,0.9107159376144409
1595518621.057862,18800,0.9273218512535095
1595518736.2788649,18850,0.8771330714225769
1595518849.313192,18900,0.9041234850883484
1595518954.8308353,18950,0.8658100366592407
1595519193.211959,19050,0.9198960661888123
1595519308.5165205,19100,0.917235255241394
1595519549.1680794,19200,0.904755175113678
1595519654.710158,19250,0.884423553943634
1595519768.8350036,19300,0.9207638502120972
1595519874.8800302,19350,0.8912264108657837
1595519980.7325158,19400,0.8882471919059753
1595520205.0767806,19500,0.9303930997848511
1595520312.5065296,19550,0.9441956281661987
1595520428.1925833,19600,0.91130530834198
1595520540.0406322,19650,0.9059614539146423
1595520893.988791,19800,0.9157065749168396
1595521113.1387427,19900,0.8959932327270508
1595521235.3967311,19950,0.8787935376167297
1595521460.3926756,20050,0.8890714645385742
1595521566.2516563,20100,0.8640401363372803
1595521673.6933484,20150,0.8797198534011841
1595521904.0463786,20250,0.9436830878257751
1595522010.702104,20300,0.8960884213447571
1595522243.7083623,20400,0.8423306345939636
1595522469.014571,20500,0.9772307872772217
1595522580.410114,20550,0.9349431991577148
1595522917.4878309,20700,0.8928711414337158
1595523020.7516892,20750,0.9027329683303833
1595523137.354155,20800,0.8672590851783752
1595523481.1168644,20950,0.8484348654747009
1595523594.1916618,21000,0.9524577260017395
1595523706.360543,21050,0.9087578654289246
1595523822.3063717,21100,0.899681568145752
1595523937.5692663,21150,0.9214856028556824
1595524058.2610765,21200,0.9082984328269958
1595524284.7486348,21300,0.8538905382156372
1595524529.0211697,21400,0.9584310054779053
1595524755.0437553,21500,0.857345700263977
1595524982.3384356,21600,0.8326126337051392
1595525320.226496,21750,0.9435287714004517
1595525436.534992,21800,0.903874933719635
1595525654.9243603,21900,0.8430222868919373
1595525767.3632007,21950,0.844183087348938
1595525885.6197243,22000,0.9061862826347351
1595526001.033317,22050,0.8836849331855774
1595526113.3614204,22100,0.9000880718231201
1595526332.2831945,22200,0.8825305700302124
1595526446.3648224,22250,0.8401579856872559
1595526562.9410775,22300,0.8257919549942017
1595526687.0370154,22350,0.9439593553543091
1595526794.0907526,22400,0.8938789963722229
1595526899.3903885,22450,0.9149125814437866
1595527005.5201898,22500,0.8802516460418701
1595527112.5127664,22550,0.8698989152908325
1595527224.165304,22600,0.8565006256103516
1595527346.1175718,22650,0.8583413362503052
1595527467.6694348,22700,0.8512685894966125
1595527587.1609669,22750,0.9205421209335327
1595527809.4998264,22850,0.8799091577529907
1595527926.3787968,22900,0.8723728656768799
1595528043.1897886,22950,0.8871010541915894
1595528165.1417975,23000,0.8423911333084106
1595528283.2184763,23050,0.8838361501693726
1595528410.1447947,23100,0.9101959466934204
1595528524.9883673,23150,0.9035837650299072
1595528641.0139225,23200,0.860283374786377
1595528753.8331351,23250,0.8690277934074402
1595528861.2947838,23300,0.843747079372406
1595528963.1195138,23350,0.8215392231941223
1595529082.823428,23400,1.013586163520813
1595529186.33776,23450,0.850226104259491
1595529312.975351,23500,0.9773345589637756
1595529421.954285,23550,0.9333034157752991
1595529537.1487641,23600,0.8352848887443542
1595529652.4084344,23650,0.8979136943817139
1595529762.0295877,23700,0.9008435606956482
1595530109.041144,23850,0.8314818143844604
1595530221.6275501,23900,0.8330621719360352
1595530673.4055095,24100,1.0100712776184082
1595531012.7997813,24250,0.8649467825889587
1595531128.1421654,24300,0.8648728728294373
1595531240.5012214,24350,0.8478789925575256
1595531346.2723587,24400,0.8482897281646729
1595531457.677191,24450,0.8446311354637146
1595531689.850233,24550,0.8898012638092041
1595531808.536392,24600,0.8774851560592651
1595531915.530456,24650,0.846649169921875
1595532246.0034277,24800,0.9440224766731262
1595532346.506299,24850,0.9385284185409546
1595532572.1188416,24950,0.8421351313591003
1595533019.155158,25150,0.8696179389953613
1595533125.6873126,25200,0.8785406351089478
1595533246.807153,25250,0.8565285801887512
1595533359.4798293,25300,0.8147413730621338
1595533465.2098851,25350,0.9136670827865601
1595533581.2231238,25400,0.882308840751648
1595533692.794554,25450,0.8469787240028381
1595533806.396567,25500,0.8760073184967041
1595533927.5859437,25550,0.80911785364151
1595534039.4619477,25600,0.853096604347229
1595534279.3179905,25700,0.8905253410339355
1595534396.0028718,25750,0.9178643822669983
1595534504.1201558,25800,0.8822543025016785
1595534618.2676914,25850,0.8991438150405884
1595534732.790928,25900,0.8265305161476135
1595534845.4439063,25950,0.858747661113739
1595534961.8310337,26000,0.8525575995445251
1595535301.2047637,26150,0.9123116731643677
1595535411.0253985,26200,0.8756226897239685
1595535519.61019,26250,0.8657326102256775
1595536196.0774126,26550,0.9195786118507385
1595536413.1527262,26650,0.8518143892288208
1595536522.8340905,26700,0.8168206810951233
1595536635.8426914,26750,0.8227010369300842
1595536762.3447068,26800,0.9439767003059387
1595536878.41478,26850,0.9204186797142029
1595536987.539562,26900,0.9422210454940796
1595537094.3981116,26950,0.8566765189170837
1595537195.5542157,27000,0.850597620010376
1595537309.0756595,27050,0.8358171582221985
1595537418.0087612,27100,0.8301788568496704
1595537531.371497,27150,0.834496021270752
1595537635.611521,27200,0.8302514553070068
1595537747.7944756,27250,0.90069180727005
1595537850.545662,27300,0.8496685028076172
1595537958.184945,27350,0.8365899324417114
1595538077.5800953,27400,0.8702665567398071
1595538186.6203783,27450,0.9348369836807251
1595538397.090095,27550,0.8610475659370422
1595538507.5733707,27600,0.890217661857605
1595538622.4209154,27650,0.8783697485923767
1595538841.5695727,27750,0.8521155714988708
1595539069.5336754,27850,0.8781232833862305
1595539308.159552,27950,0.8769232630729675
1595539421.2239685,28000,0.8642300963401794
1595539530.9327295,28050,0.8542003631591797
1595539762.9449978,28150,0.885129451751709
1595539868.6577702,28200,0.8933442234992981
1595539976.7577398,28250,0.8730106949806213
1595540197.5990844,28350,0.8259711861610413
1595540310.9290018,28400,0.8526301980018616
1595540417.9571784,28450,0.8568334579467773
1595540528.0811372,28500,0.8378124833106995
1595540646.4994078,28550,0.8489252328872681
1595540752.7133138,28600,0.9153609871864319
1595540870.9360056,28650,0.8556645512580872
1595540988.6159668,28700,0.8415849208831787
1595541207.0454073,28800,0.8505786657333374
1595541312.5139346,28850,0.84096360206604
1595541420.8149827,28900,0.8419028520584106
1595541532.5077143,28950,0.8171559572219849
1595541647.5734923,29000,0.9306808114051819
1595541756.6595058,29050,0.9145157337188721
1595541875.3947892,29100,0.9005948901176453
1595541994.4911764,29150,0.9021445512771606
1595542106.929384,29200,0.8979817032814026
1595542214.4802752,29250,0.8845959901809692
1595542331.9178824,29300,0.8732325434684753
1595542444.5254977,29350,0.8485251665115356
1595542549.3457332,29400,0.8308751583099365
1595542653.9312315,29450,0.8388324975967407
1595542889.6313825,29550,0.8873995542526245
1595542995.9770057,29600,0.8370211720466614
1595543106.8706784,29650,0.8478139638900757
1595543333.4032834,29750,0.8617997169494629
1595543445.2896023,29800,0.8376445174217224
1595543558.1566215,29850,0.8278564810752869
1595543666.7198966,29900,0.8031373023986816
1595543908.2964487,30000,0.8531209826469421
1595544018.2569087,30050,0.8182784914970398
1595544126.8019474,30100,0.8764307498931885
1595544244.2706087,30150,0.84398353099823
1595544354.207395,30200,0.8354365825653076
1595544463.0848093,30250,0.8350557088851929
1595544573.6819544,30300,0.834297239780426
1595544807.3847444,30400,0.9315752983093262
1595545035.6328337,30500,0.8400578498840332
1595545155.1889288,30550,0.8459680080413818
1595545275.8653374,30600,0.8829542398452759
1595545615.588075,30750,0.8939998149871826
1595546060.021354,30950,0.8161953091621399
1595546178.3558173,31000,0.9320573210716248
1595546288.7616475,31050,0.8722297549247742
1595546391.6398041,31100,0.8940922617912292
1595546503.0207403,31150,0.9204035401344299
1595546623.9626074,31200,0.8701296448707581
1595546734.0597353,31250,0.866746187210083
1595546848.72074,31300,0.8647538423538208
1595547171.7617455,31450,0.8198965191841125
1595547287.7149189,31500,0.8393415808677673
1595547402.4059496,31550,0.9125416874885559
1595547506.6753757,31600,0.8907862901687622
1595547731.006274,31700,0.8965640664100647
1595547841.1683867,31750,0.8557424545288086
1595547962.844794,31800,0.8338972330093384
1595548204.3503122,31900,0.9521976113319397
1595548306.3893492,31950,0.8000478744506836
1595548420.582374,32000,0.9387728571891785
1595548529.3002841,32050,0.9586954116821289
1595548641.114865,32100,0.873267650604248
1595548748.9494805,32150,0.8672951459884644
1595548861.10469,32200,0.8100724816322327
1595548974.0046926,32250,0.9284412860870361
1595549092.4132347,32300,0.8612657189369202
1595549206.0103545,32350,0.8344742059707642
1595549321.2699707,32400,0.88261878490448
1595549432.1874034,32450,0.853198230266571
1595549550.8644023,32500,0.8313308954238892
1595549664.329744,32550,0.8010052442550659
1595549777.9491231,32600,0.8083516359329224
1595549885.2400234,32650,0.8288984298706055
1595550224.545395,32800,0.8824193477630615
1595550336.9991508,32850,0.8477746248245239
1595550563.182866,32950,0.8295496106147766
1595550670.7983885,33000,0.7964079976081848
1595550796.2343588,33050,0.9233765602111816
1595550910.8867311,33100,0.9028218984603882
1595551022.7660737,33150,0.8695268630981445
1595551138.665171,33200,0.818949282169342
1595551253.5188522,33250,0.8432433605194092
1595551369.981237,33300,0.8411952257156372
1595551488.3282847,33350,0.8229984641075134
1595551607.300753,33400,0.8901574611663818
1595551720.7501473,33450,0.8830094337463379
1595551948.0252275,33550,0.8654758334159851
1595552054.4486597,33600,0.8022318482398987
1595552166.4872417,33650,0.8304008841514587
1595552281.2338817,33700,0.9180759191513062
1595552397.3622487,33750,0.8689664602279663
1595552617.9376194,33850,0.8624615669250488
1595552724.3839428,33900,0.8395442366600037
1595552828.7707639,33950,0.8254476189613342
1595552932.4466782,34000,0.8263812065124512
1595553054.7618525,34050,0.8312003016471863
1595553171.9619591,34100,0.893208920955658
1595553278.4690764,34150,0.8671451807022095
1595553390.1016192,34200,0.8733360767364502
1595553504.3385487,34250,0.8944463133811951
1595553617.41811,34300,0.8358386754989624
1595553736.9531188,34350,0.8474043011665344
1595553852.9728954,34400,0.8437271118164062
1595553963.73679,34450,0.8250272870063782
1595554306.0637147,34600,0.8621605038642883
1595554534.0271792,34700,0.8348620533943176
1595554745.4264584,34800,0.8310455679893494
1595555093.4582562,34950,0.84718918800354
1595555208.6803055,35000,0.8519615530967712
1595555319.884501,35050,0.8408633470535278
1595555429.6844482,35100,0.8247854709625244
1595555539.625219,35150,0.8230125308036804
1595555658.7631536,35200,0.8994774222373962
1595555762.5718634,35250,0.8982804417610168
1595555863.228873,35300,0.8772464990615845
1595555973.9960492,35350,0.8441503047943115
1595556083.8805435,35400,0.8384591341018677
1595556199.7322314,35450,0.8335736989974976
1595556312.442467,35500,0.8312716484069824
1595556428.0699255,35550,0.8070482015609741
1595556784.5102642,35700,0.8559033274650574
1595556898.1718974,35750,0.88124018907547
1595557010.2213204,35800,0.8787649273872375
1595557240.6872244,35900,0.8489345908164978
1595557354.401917,35950,0.7965331077575684
1595557571.8053813,36050,0.8567781448364258
1595557689.2685516,36100,0.8156916499137878
1595557807.796036,36150,0.805806040763855
1595557922.5202081,36200,0.8904330134391785
1595558036.3549347,36250,0.8560681343078613
1595558146.8352613,36300,0.825923502445221
1595558483.1639876,36450,0.8002857565879822
1595558603.8849077,36500,0.8017705678939819
1595558708.3588521,36550,0.798173189163208
1595558823.5954723,36600,0.8083564639091492
1595559052.116846,36700,0.8784730434417725
1595559169.6788023,36750,0.8531867265701294
1595559278.099717,36800,0.8631228804588318
1595559504.0436172,36900,0.8107425570487976
1595559624.4203238,36950,0.8123205304145813
1595559738.927218,37000,0.8142728805541992
1595559850.213091,37050,0.8591373562812805
1595559967.9412649,37100,0.8419097661972046
1595560078.0974004,37150,0.9201580882072449
1595560197.7925775,37200,0.8411536812782288
1595560315.2188795,37250,0.8078697919845581
1595560428.027239,37300,0.7958645224571228
1595560543.9018354,37350,0.9402194023132324
1595560762.0458071,37450,0.8419069051742554
1595560874.2240906,37500,0.8113936185836792
1595560980.849198,37550,0.8188570737838745
1595561100.3621025,37600,0.9262858033180237
1595561216.179015,37650,0.8492899537086487
1595561327.0996516,37700,0.9070714116096497
1595561434.7644575,37750,0.8463191390037537
1595561548.2218966,37800,0.8047965168952942
1595561883.4782326,37950,0.9182159900665283
1595562002.8128028,38000,0.8917006850242615
1595562222.7564857,38100,0.8914714455604553
1595562334.6401339,38150,0.8745346069335938
1595562450.172467,38200,0.817160427570343
1595562566.634734,38250,0.8149662017822266
1595562683.3627818,38300,0.815540611743927
1595562800.684623,38350,0.8034291863441467
1595563023.968778,38450,0.8035181164741516
1595563146.360899,38500,0.8905523419380188
1595563265.2345316,38550,0.8727407455444336
1595563378.9800115,38600,0.8701638579368591
1595563502.2313704,38650,0.8967917561531067
1595563623.0314503,38700,0.8791226744651794
1595563738.8317919,38750,0.8970352411270142
1595563849.543166,38800,0.8377137184143066
1595564184.307504,38950,0.8131003975868225
1595564301.8041658,39000,0.7976687550544739
1595564534.5984616,39100,0.854144275188446
1595564635.840952,39150,0.8425967693328857
1595564750.5352874,39200,0.8966608643531799
1595564863.1402478,39250,0.8685308694839478
1595564965.0552797,39300,0.8181806802749634
1595565076.7137442,39350,0.8140003085136414
1595565298.145584,39450,0.7991061210632324
1595565422.5859454,39500,0.9275762438774109
1595565538.95029,39550,0.8928008079528809
1595565648.7943697,39600,0.8642090559005737
1595565750.7571616,39650,0.8371952772140503
1595565856.171793,39700,0.8223533630371094
1595565968.2003486,39750,0.8265917897224426
1595566080.4578185,39800,0.8089389204978943
1595566201.1576188,39850,0.9553744196891785
1595566311.823394,39900,0.8561190962791443
1595566422.6416345,39950,0.8420480489730835
1595566531.0841255,40000,0.8156045079231262
1595566757.155569,40100,0.7935406565666199
1595566993.7838118,40200,0.8836802244186401
1595567105.7132757,40250,0.837103009223938
1595567216.496291,40300,0.8446555733680725
1595567323.305101,40350,0.842811107635498
1595567443.8555489,40400,0.8503920435905457
1595567560.5547967,40450,0.8372931480407715
1595567795.1071286,40550,0.8156196475028992
1595567907.9288406,40600,0.8072546124458313
1595568030.1307418,40650,0.8895248174667358
1595568142.0286617,40700,0.855766773223877
1595568252.925128,40750,0.9253868460655212
1595568369.5360098,40800,0.9523404240608215
1595568579.2376575,40900,0.8144693970680237
1595568808.042408,41000,0.8271645903587341
1595568919.7776833,41050,0.7963040471076965
1595569154.5825415,41150,0.9290618300437927
1595569263.7339213,41200,0.8524234294891357
1595569380.5988336,41250,0.8034552931785583
1595569708.1589224,41400,0.8585298657417297
1595569816.5551655,41450,0.8806810975074768
1595569928.1772177,41500,0.8489497900009155
1595570041.0922108,41550,0.8444777131080627
1595570149.4705331,41600,0.8095832467079163
1595570379.2478244,41700,0.8075733184814453
1595570493.0888236,41750,0.8245384693145752
1595570600.938471,41800,0.877997875213623
1595570707.4659674,41850,0.879355788230896
1595570819.9299874,41900,0.826420247554779
1595570930.5452495,41950,0.8355520963668823
1595571038.4900358,42000,0.8339684009552002
1595571252.9265633,42100,0.8055254817008972
1595571363.9041018,42150,0.833788275718689
1595571594.6453016,42250,0.7812124490737915
1595571718.5228252,42300,0.841006875038147
1595571836.5921605,42350,0.8134272694587708
1595571954.664073,42400,0.8246824741363525
1595572182.9359136,42500,0.820766270160675
1595572296.5454528,42550,0.8166124224662781
1595572404.6370358,42600,0.8227608799934387
1595572515.6083934,42650,0.8488888740539551
1595572734.9118824,42750,0.8906381130218506
1595572970.5221868,42850,0.8467040657997131
1595573207.7081177,42950,0.8149141073226929
1595573324.670871,43000,0.8348758816719055
1595573436.8322494,43050,0.8168728947639465
1595573556.2780926,43100,0.8175543546676636
1595573670.7255101,43150,0.800851583480835
1595574130.1714444,43350,0.8392325043678284
1595574249.1554832,43400,0.830205500125885
1595574360.6740878,43450,0.812703549861908
1595574472.6856174,43500,0.8038246631622314
1595574578.8172274,43550,0.8025386333465576
1595574804.3484242,43650,0.8643542528152466
1595574922.0053074,43700,0.8286230564117432
1595575036.9746563,43750,0.830621063709259
1595575153.9681625,43800,0.8729965686798096
1595575268.2969508,43850,0.8466660976409912
1595575383.2125373,43900,0.8369278907775879
1595575493.4706535,43950,0.8036201000213623
1595575603.0307574,44000,0.7757908701896667
1595575723.7961078,44050,0.8730713725090027
