Wall time,Step,Value
1595475515.3624613,50,2.652465263963677e-05
1595475747.9450274,150,0.000166385987540707
1595475985.586488,250,0.014411341398954391
1595476101.6465225,300,0.03354810178279877
1595476348.866548,400,0.08942338824272156
1595476568.7639327,500,0.10484639555215836
1595476687.081599,550,0.06486105918884277
1595476802.7542014,600,0.0637112408876419
1595476924.8882985,650,0.06848275661468506
1595477052.529911,700,0.11991147696971893
1595477167.6307924,750,0.07198592275381088
1595477280.098285,800,0.05790264904499054
1595477398.6860034,850,0.08978511393070221
1595477519.613681,900,0.06810294091701508
1595477639.8199084,950,0.06062648072838783
1595477750.7204664,1000,0.07498923689126968
1595477871.8014395,1050,0.07663200050592422
1595477984.4742305,1100,0.06588714569807053
1595478099.2716763,1150,0.13100993633270264
1595478216.5665543,1200,0.05689780414104462
1595478334.529873,1250,0.063112273812294
1595478577.128757,1350,0.07536634802818298
1595478927.0642889,1500,0.04718650132417679
1595479050.8264134,1550,0.06174037232995033
1595479167.6251826,1600,0.06624093651771545
1595479286.265037,1650,0.0652543380856514
1595479398.5670063,1700,0.06318869441747665
1595479630.5488064,1800,0.0878741443157196
1595479990.8228598,1950,0.07168307900428772
1595480110.2849572,2000,0.11475122720003128
1595480331.6105764,2100,0.06448008120059967
1595480451.1619399,2150,0.08344965428113937
1595480571.1055026,2200,0.05923730507493019
1595480686.0726352,2250,0.07452928274869919
1595480802.4476902,2300,0.07295569777488708
1595480910.9735193,2350,0.08999662846326828
1595481129.8603535,2450,0.07122410833835602
1595481243.6935828,2500,0.10729071497917175
1595481583.288108,2650,0.08735677599906921
1595481694.318599,2700,0.06159689277410507
1595481799.8247676,2750,0.06496799737215042
1595481916.9514647,2800,0.056543007493019104
1595482043.423227,2850,0.06107453256845474
1595482379.8358285,3000,0.15890201926231384
1595482491.6715627,3050,0.08905153721570969
1595482604.7782106,3100,0.07754933089017868
1595482725.3214517,3150,0.06321296095848083
1595482832.0961726,3200,0.06896841526031494
1595482950.7164092,3250,0.09961888939142227
1595483061.7066503,3300,0.09036117792129517
1595483168.9720185,3350,0.14515110850334167
1595483287.2361193,3400,0.06982086598873138
1595483412.9824643,3450,0.05468089133501053
1595483637.2667031,3550,0.05958970636129379
1595483756.9497344,3600,0.07166601717472076
1595483870.3666072,3650,0.07940859347581863
1595483992.198003,3700,0.08033004403114319
1595484226.3632941,3800,0.05311012640595436
1595484342.5166435,3850,0.07217378914356232
1595484455.4588747,3900,0.08350828289985657
1595484573.079929,3950,0.07467859983444214
1595484799.8361857,4050,0.08108464628458023
1595484911.0354722,4100,0.11813786625862122
1595485136.9567196,4200,0.07526961714029312
1595485254.5412884,4250,0.06458204239606857
1595485368.814505,4300,0.07809960097074509
1595485480.010902,4350,0.07954657822847366
1595485599.5292108,4400,0.07563205063343048
